DEREAL2;1;0.027276427258698277;Pior;0.09309834205976131;tempo;243
DEREAL1;1;1550.6785488282985;Pior;1888.5575637177844;tempo;233
DEREAL1;2;1515.2051767660178;Pior;1884.0672235599081;tempo;194
DEREAL2;2;0.022253416234320866;Pior;0.07064526135172855;tempo;200
DEREAL2;3;0.02450853255106722;Pior;38.87668167607853;tempo;137
DEREAL1;3;1534.4547845669879;Pior;1804.1357427776093;tempo;200
DEREAL1;4;1507.8902465003976;Pior;1860.9652310403421;tempo;180
DEREAL2;4;0.021245436569302;Pior;0.05008681102628998;tempo;191
DEREAL2;5;0.024740503800103397;Pior;0.06877806928923746;tempo;180
DEREAL1;5;1493.5539607509031;Pior;1800.837689670021;tempo;184
DEREAL2;6;0.02422043666808804;Pior;0.09610613440997895;tempo;122
DEREAL1;6;1532.018840536094;Pior;1970.4245484341168;tempo;199
DEREAL1;7;1475.987860050324;Pior;1730.515114238527;tempo;185
DEREAL2;7;0.02354858904629964;Pior;29.952167507375407;tempo;123
DEREAL1;8;1556.7435344535063;Pior;1785.094985840732;tempo;190
DEREAL2;8;0.0203383878791783;Pior;0.08329744177376597;tempo;174
DEREAL2;9;0.026258457059839202;Pior;24.974902682210654;tempo;175
DEREAL1;9;1565.4908377276656;Pior;1886.1482586268367;tempo;240
DEREAL2;10;0.024042173417001322;Pior;0.10521620475458349;tempo;120
DEREAL1;10;1535.4136658428101;Pior;1669.9032735504127;tempo;184
DEREAL2;11;0.02093859383137442;Pior;38.694527216576375;tempo;124
DEREAL1;11;1506.2832912504043;Pior;1822.2758760198562;tempo;185
DEREAL1;12;1462.1157295628082;Pior;1917.349364819106;tempo;203
DEREAL2;12;0.023012603698134626;Pior;0.10878171281649429;tempo;121
DEREAL1;13;1581.1373684748391;Pior;1923.3172300037822;tempo;200
DEREAL2;13;0.025617517425530423;Pior;0.05337665870774799;tempo;120
DEREAL2;14;0.019139295296326964;Pior;0.08869255236129447;tempo;120
DEREAL1;14;1511.048955248515;Pior;1786.635481305114;tempo;187
DEREAL1;15;1514.2719201623536;Pior;1951.2933695833185;tempo;185
DEREAL2;15;0.022855809224211043;Pior;0.07525446140027725;tempo;121
DEREAL1;16;1530.1147423904558;Pior;1694.138108175;tempo;217
DEREAL2;16;0.0283492912925567;Pior;24.43228372356066;tempo;187
DEREAL2;17;0.022596373009605486;Pior;36.81905822799138;tempo;120
DEREAL1;17;1504.4238793889074;Pior;1805.0951498112797;tempo;185
DEREAL2;18;0.028321394198087546;Pior;16.243042134264442;tempo;121
DEREAL1;18;1542.8841760795951;Pior;1827.7113019088983;tempo;184
DEREAL1;19;1497.4097603312182;Pior;1861.3694995308815;tempo;184
DEREAL2;19;0.027404319189031412;Pior;0.07625467069340175;tempo;121
DEREAL1;20;1437.3096082732382;Pior;1744.310271879022;tempo;185
DEREAL2;20;0.021148746071730784;Pior;102.96227806837476;tempo;150
DEREAL1;21;1492.3333361394639;Pior;1816.4696981537827;tempo;185
DEREAL2;21;0.015777302822357342;Pior;25.803872333576123;tempo;120
DEREAL2;22;0.02212130855423311;Pior;0.0703151399759463;tempo;120
DEREAL1;22;1485.2923536086146;Pior;1641.1304247977034;tempo;186
DEREAL2;23;0.026518668280232305;Pior;0.06510298942691861;tempo;121
DEREAL1;23;1547.0191020864045;Pior;1847.8411427233332;tempo;187
DEREAL1;24;1518.0628310574334;Pior;1846.2812185750608;tempo;184
DEREAL2;24;0.020698863893471753;Pior;0.09755302982796366;tempo;138
DEREAL1;25;1518.9318946944857;Pior;1822.8516777653458;tempo;200
DEREAL2;25;0.024443813589073216;Pior;72.63917073089476;tempo;120
DEREAL1;26;1528.9866535613946;Pior;1853.0888196779038;tempo;184
DEREAL2;26;0.027677649898350865;Pior;2.3822050689041134;tempo;122
DEREAL2;27;0.02734711282812441;Pior;54.695419193496036;tempo;122
DEREAL1;27;1489.4826083710889;Pior;1784.2711109821512;tempo;186
DEREAL2;28;0.023727320289822273;Pior;7.570179496248443;tempo;141
DEREAL1;28;1457.1406990505127;Pior;1883.002094896097;tempo;184
DEREAL1;29;1542.4999475908758;Pior;1712.9435471731144;tempo;186
DEREAL2;29;0.025952804534767893;Pior;0.07802620776760705;tempo;121
DEREAL1;30;1509.958754045957;Pior;1838.5581512201152;tempo;184
DEREAL2;30;0.018716412483854583;Pior;0.11060986245956883;tempo;121
